#alt_asm_name	prim_asm_name	alt_scaf_name	alt_scaf_acc	parent_type	parent_name	parent_acc	region_name	ori	alt_scaf_start	alt_scaf_stop	parent_start	parent_stop	alt_start_tail	alt_stop_tail
ALT_REF_LOCI_1	Primary Assembly	HSCHR8_1_CTG1	KI270811.1	CHROMOSOME	8	CM000670.2	REGION151	+	1	292436	1280785	1586904	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR8_8_CTG1	KI270821.1	CHROMOSOME	8	CM000670.2	REGION151	+	1	985506	1816625	2817440	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR8_3_CTG1	KI270813.1	CHROMOSOME	8	CM000670.2	DEFENSIN_REGION_1	+	1	300230	7308874	7617127	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR8_9_CTG1	KI270822.1	CHROMOSOME	8	CM000670.2	ADAM5	+	1	624492	39094318	39873856	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR8_1_CTG6	KI270814.1	CHROMOSOME	8	CM000670.2	REGION152	+	1	141812	57173351	57303398	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR8_1_CTG7	KI270810.1	CHROMOSOME	8	CM000670.2	REGION153	+	1	374415	128554723	128925740	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR8_5_CTG7	KI270819.1	CHROMOSOME	8	CM000670.2	REGION154	+	1	133535	141333447	141461079	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR8_6_CTG7	KI270820.1	CHROMOSOME	8	CM000670.2	REGION155	+	1	36640	141766834	141800272	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR8_4_CTG7	KI270817.1	CHROMOSOME	8	CM000670.2	REGION156	+	1	158983	143009713	143163398	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR8_3_CTG7	KI270816.1	CHROMOSOME	8	CM000670.2	REGION157	+	1	305841	143509961	143828794	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR8_2_CTG7	KI270815.1	CHROMOSOME	8	CM000670.2	REGION158	+	1	132244	144628750	144757761	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR9_1_CTG1	GL383539.1	CHROMOSOME	9	CM000671.2	REGION14	+	14845	162988	7428994	7577169	14844	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR9_1_CTG2	GL383540.1	CHROMOSOME	9	CM000671.2	REGION13	+	8244	71551	69413743	69477097	8243	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR9_1_CTG3	GL383541.1	CHROMOSOME	9	CM000671.2	MAMDC2	+	1	171286	70024113	70189318	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR9_1_CTG4	GL383542.1	CHROMOSOME	9	CM000671.2	REGION15	+	1	60032	88179047	88227980	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR9_1_CTG5	KI270823.1	CHROMOSOME	9	CM000671.2	LPPR1	+	1	439082	100948798	101378291	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR10_1_CTG1	GL383545.1	CHROMOSOME	10	CM000672.2	REGION16	+	1	179254	27285655	27417608	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR10_1_CTG3	KI270824.1	CHROMOSOME	10	CM000672.2	REGION159	+	1	181496	42103240	42298939	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR10_1_CTG2	GL383546.1	CHROMOSOME	10	CM000672.2	REGION18	+	1	309802	45175233	45468971	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR10_1_CTG4	KI270825.1	CHROMOSOME	10	CM000672.2	REGION160	+	1	169918	77761309	77931226	0	18397
ALT_REF_LOCI_1	Primary Assembly	HSCHR11_1_CTG8	KI270832.1	CHROMOSOME	11	CM000673.2	REGION104	+	1	210133	470360	678681	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR11_1_CTG6	KI270830.1	CHROMOSOME	11	CM000673.2	KRTAP_REGION_2	+	1	177092	1523474	1694855	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR11_1_CTG7	KI270831.1	CHROMOSOME	11	CM000673.2	REGION105	+	1	296883	2767814	3065846	0	12
ALT_REF_LOCI_1	Primary Assembly	HSCHR11_1_CTG5	KI270829.1	CHROMOSOME	11	CM000673.2	OLFACTORY_REGION_2	+	1	204059	7779133	7972558	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR11_1_CTG1_1	GL383547.1	CHROMOSOME	11	CM000673.2	REGION19	+	1	154407	25170407	25319080	0	0
ALT_REF_LOCI_1	Primary Assembly	HG142_HG150_NOVEL_TEST	JH159136.1	CHROMOSOME	11	CM000673.2	OLFACTORY_REGION_1	+	1	200998	56189252	56382643	0	0
ALT_REF_LOCI_1	Primary Assembly	HG151_NOVEL_TEST	JH159137.1	CHROMOSOME	11	CM000673.2	OLFACTORY_REGION_1	+	1	191409	56693233	56873567	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR11_1_CTG3	KI270827.1	CHROMOSOME	11	CM000673.2	REGION106	+	1	67707	69165291	69229344	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR11_1_CTG2	KI270826.1	CHROMOSOME	11	CM000673.2	REGION107	+	1	186169	134773600	134962792	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR12_1_CTG1	GL877875.1	CHROMOSOME	12	CM000674.2	REGION50	+	1	167313	10001	173298	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR12_2_CTG2	GL877876.1	CHROMOSOME	12	CM000674.2	PRH1_PRR4	+	1	408271	10801295	11177617	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR12_5_CTG2	KI270837.1	CHROMOSOME	12	CM000674.2	PRH1_PRR4	-	1	40090	11337225	11377386	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR12_1_CTG2	GL383549.1	CHROMOSOME	12	CM000674.2	REGION21	-	1	120804	27996034	28110778	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR12_4_CTG2	KI270835.1	CHROMOSOME	12	CM000674.2	OVOS2	+	1	238139	31111480	31347345	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR12_1_CTG2_1	GL383550.2	CHROMOSOME	12	CM000674.2	REGION22	-	1	169178	57932737	58092755	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR12_2_CTG2_1	GL383552.1	CHROMOSOME	12	CM000674.2	REGION23	+	1	138655	58929265	59060870	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR12_3_CTG2_1	GL383553.2	CHROMOSOME	12	CM000674.2	REGION24	-	1	152874	101111599	101258295	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR12_6_CTG2_1	KI270834.1	CHROMOSOME	12	CM000674.2	REGION161	+	1	119498	123826509	123945954	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR12_4_CTG2_1	GL383551.1	CHROMOSOME	12	CM000674.2	REGION20	+	1	184319	126227198	126405474	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR12_5_CTG2_1	KI270833.1	CHROMOSOME	12	CM000674.2	REGION162	+	1	76061	130323076	130394967	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR12_7_CTG2_1	KI270836.1	CHROMOSOME	12	CM000674.2	REGION163	+	1	56134	131543020	131584984	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR13_1_CTG3	KI270840.1	CHROMOSOME	13	CM000675.2	REGION164	+	1	191684	18698351	18884136	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR13_1_CTG2	KI270839.1	CHROMOSOME	13	CM000675.2	REGION165	-	1	180306	25652362	25828680	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR13_1_CTG6	KI270843.1	CHROMOSOME	13	CM000675.2	REGION166	+	1	103832	70341886	70442876	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR13_1_CTG4	KI270841.1	CHROMOSOME	13	CM000675.2	REGION167	+	1	169134	89598964	89764093	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR13_1_CTG1	KI270838.1	CHROMOSOME	13	CM000675.2	REGION168	+	1	306913	112182875	112505943	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR13_1_CTG5	KI270842.1	CHROMOSOME	13	CM000675.2	REGION169	+	541	37287	113727531	113763795	540	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR14_1_CTG1	KI270844.1	CHROMOSOME	14	CM000676.2	REGION170	+	1	322166	91535865	91854371	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR14_7_CTG1	KI270847.1	CHROMOSOME	14	CM000676.2	IGH	+	1	1511111	92885439	94394539	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR14_2_CTG1	KI270845.1	CHROMOSOME	14	CM000676.2	SERPIN_REGION_1	+	1	180703	104449322	104622880	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR14_3_CTG1	KI270846.1	CHROMOSOME	14	CM000676.2	REGION171	+	1	1351393	105533003	106860219	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR15_1_CTG1	KI270852.1	CHROMOSOME	15	CM000677.2	PRADER_WILLI	+	1	478999	21242091	21714003	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR15_3_CTG3	KI270851.1	CHROMOSOME	15	CM000677.2	PRADER_WILLI	+	2733	263054	22358243	22618722	2732	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR15_1_CTG3	KI270848.1	CHROMOSOME	15	CM000677.2	PRADER_WILLI	+	1	327382	22902961	23226874	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR15_1_CTG8	GL383554.1	CHROMOSOME	15	CM000677.2	REGION25	+	1	296527	28312041	28596947	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR15_3_CTG8	KI270849.1	CHROMOSOME	15	CM000677.2	TRIM69	+	1	244917	44676664	44913053	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR15_2_CTG8	GL383555.2	CHROMOSOME	15	CM000677.2	MEGF11	+	1	388773	65908183	66284818	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR15_5_CTG8	KI270850.1	CHROMOSOME	15	CM000677.2	REGION172	+	1	430880	82289984	82641774	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR16_CTG2	KI270854.1	CHROMOSOME	16	CM000678.2	RAB11FIP3	+	1	134193	400855	531525	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR16_4_CTG1	KI270856.1	CHROMOSOME	16	CM000678.2	REGION173	+	2033	63982	1871895	1933852	2032	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR16_3_CTG1	KI270855.1	CHROMOSOME	16	CM000678.2	PAM16	+	1	232857	4299637	4530534	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR16_1_CTG1	KI270853.1	CHROMOSOME	16	CM000678.2	REGION174	b	1	2659700	14427144	16998739	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR16_1_CTG3_1	GL383556.1	CHROMOSOME	16	CM000678.2	REGION26	+	1	192462	55772981	55968548	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR16_2_CTG3_1	GL383557.1	CHROMOSOME	16	CM000678.2	SNTB2	-	1	89672	69140151	69224690	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR17_1_CTG1	GL383563.3	CHROMOSOME	17	CM000679.2	DOC2B_RPH3AL	+	1	375691	60001	402637	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR17_2_CTG2	KI270862.1	CHROMOSOME	17	CM000679.2	ABR	+	1	391357	960754	1449331	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR17_1_CTG2	KI270861.1	CHROMOSOME	17	CM000679.2	WDR81	+	1	196688	1569973	1767739	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR17_7_CTG4	KI270857.1	CHROMOSOME	17	CM000679.2	CCL5_TBC1D3	+	1	2877074	35765469	38841755	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR17_4_CTG4	JH159146.1	CHROMOSOME	17	CM000679.2	KRTAP_REGION_1	+	1	278131	40850733	41128408	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR17_5_CTG4	JH159147.1	CHROMOSOME	17	CM000679.2	KRTAP_REGION_1	-	1	70345	41226443	41307109	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR17_1_CTG4	GL383564.2	CHROMOSOME	17	CM000679.2	KRTAP_REGION_1	-	1	133151	41307110	41432935	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR17_1_CTG5	GL000258.2	CHROMOSOME	17	CM000679.2	MAPT	b	1	1821992	45309498	46836265	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR17_2_CTG4	GL383565.1	CHROMOSOME	17	CM000679.2	REGION28	+	1	223995	70306278	70524219	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR17_8_CTG4	KI270858.1	CHROMOSOME	17	CM000679.2	REGION175	+	1	235827	71584518	71819311	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR17_9_CTG4	KI270859.1	CHROMOSOME	17	CM000679.2	REGION176	+	1	108763	72833331	72935743	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR17_3_CTG4	GL383566.1	CHROMOSOME	17	CM000679.2	REGION30	+	11622	90219	77220730	77299326	11621	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR17_1_CTG9	KI270860.1	CHROMOSOME	17	CM000679.2	B3GNTL1	-	1	178921	82922720	83103577	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR18_4_CTG1_1	KI270864.1	CHROMOSOME	18	CM000680.2	REGION177	-	1	111737	43667277	43773892	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR18_1_CTG1_1	GL383567.1	CHROMOSOME	18	CM000680.2	REGION31	+	1	289831	50292194	50574792	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR18_2_CTG1_1	GL383570.1	CHROMOSOME	18	CM000680.2	REGION32	-	1	164789	51662936	51821642	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR18_2_CTG2	GL383571.1	CHROMOSOME	18	CM000680.2	REGION33	+	1	198278	67423723	67552551	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR18_1_CTG2	GL383568.1	CHROMOSOME	18	CM000680.2	REGION34	-	1	104552	72933122	73024781	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR18_1_CTG2_1	GL383569.1	CHROMOSOME	18	CM000680.2	REGION35	+	1	167950	78493467	78652030	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR18_2_CTG2_1	GL383572.1	CHROMOSOME	18	CM000680.2	REGION36	+	1	159547	78934886	79088997	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR18_3_CTG2_1	KI270863.1	CHROMOSOME	18	CM000680.2	REGION178	+	1	167999	79563122	79725366	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR19_5_CTG2	KI270868.1	CHROMOSOME	19	CM000681.2	ELANE	+	1	61733	821158	881412	0	1
ALT_REF_LOCI_1	Primary Assembly	HSCHR19_4_CTG2	KI270865.1	CHROMOSOME	19	CM000681.2	SBNO2	+	1	52969	1107414	1158195	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR19_1_CTG2	GL383573.1	CHROMOSOME	19	CM000681.2	ZNF66	+	1	385657	20663141	21042381	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR19_2_CTG2	GL383575.2	CHROMOSOME	19	CM000681.2	REGION37	+	1	170222	21648290	21809032	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR19_3_CTG2	GL383576.1	CHROMOSOME	19	CM000681.2	REGION39	-	1	188024	22120850	22300666	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR19_1_CTG3_1	GL383574.1	CHROMOSOME	19	CM000681.2	REGION38	+	1	155864	34152260	34300950	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR19_2_CTG3_1	KI270866.1	CHROMOSOME	19	CM000681.2	GPI	+	1	42221	34350807	34392977	0	935
ALT_REF_LOCI_1	Primary Assembly	HSCHR19_3_CTG3_1	KI270867.1	CHROMOSOME	19	CM000681.2	CEACAM_REGION_1	-	1	233762	41456581	41682000	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR19LRC_COX1_CTG3_1	GL949746.1	CHROMOSOME	19	CM000681.2	LRC_KIR	+	1	987716	54025634	55084318	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR20_1_CTG1	GL383577.2	CHROMOSOME	20	CM000682.2	REGION40	+	1	128386	17771102	17893471	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR20_1_CTG2	KI270869.1	CHROMOSOME	20	CM000682.2	REGION179	+	1	118774	61886306	62008187	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR20_1_CTG4	KI270871.1	CHROMOSOME	20	CM000682.2	REGION181	+	1	58661	63414721	63471095	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR20_1_CTG3	KI270870.1	CHROMOSOME	20	CM000682.2	REGION180	+	1	183433	64095055	64274842	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR21_1_CTG1_1	GL383578.2	CHROMOSOME	21	CM000683.2	REGION41	+	1	63917	14424141	14475471	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR21_8_CTG1_1	KI270874.1	CHROMOSOME	21	CM000683.2	REGION182	+	1	166743	17146893	17310433	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR21_6_CTG1_1	KI270873.1	CHROMOSOME	21	CM000683.2	REGION183	+	1	143900	17603695	17744061	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR21_2_CTG1_1	GL383579.2	CHROMOSOME	21	CM000683.2	REGION42	+	1	201197	22102474	22296968	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR21_3_CTG1_1	GL383580.2	CHROMOSOME	21	CM000683.2	REGION43	+	1	74653	32769079	32837937	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR21_4_CTG1_1	GL383581.2	CHROMOSOME	21	CM000683.2	TMEM50B	+	1	116689	33405429	33512559	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR21_5_CTG2	KI270872.1	CHROMOSOME	21	CM000683.2	SPATC1L	+	1	82692	46140942	46221322	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR22_1_CTG3	KI270875.1	CHROMOSOME	22	CM000684.2	IGL	+	1	259914	22373449	22624257	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR22_1_CTG6	KI270878.1	CHROMOSOME	22	CM000684.2	REGION184	+	1	186262	23354043	23516062	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR22_1_CTG7	KI270879.1	CHROMOSOME	22	CM000684.2	REGION185	+	1	304135	23763639	24013509	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR22_1_CTG4	KI270876.1	CHROMOSOME	22	CM000684.2	APOL5	+	1	263666	35685234	35942668	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR22_1_CTG5	KI270877.1	CHROMOSOME	22	CM000684.2	REGION186	+	1	101331	36779214	36877704	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR22_1_CTG2	GL383583.2	CHROMOSOME	22	CM000684.2	APOBEC	+	1	96924	38884294	39011160	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR22_1_CTG1	GL383582.2	CHROMOSOME	22	CM000684.2	CYP2D6	+	1	162811	42077656	42252562	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHRX_1_CTG3	KI270880.1	CHROMOSOME	X	CM000685.2	REGION187	+	1	284869	319338	601516	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHRX_2_CTG12	KI270881.1	CHROMOSOME	X	CM000685.2	REGION188	-	1	144206	79965154	80097082	0	0
ALT_REF_LOCI_2	Primary Assembly	HSCHR1_ALT2_1_CTG32_1	KI270892.1	CHROMOSOME	1	CM000663.2	OLFACTORY_REGION_3	+	1	162212	248352027	248511794	0	0
ALT_REF_LOCI_2	Primary Assembly	HSCHR2_2_CTG7	KI270894.1	CHROMOSOME	2	CM000664.2	REGION116	+	1	214158	90218337	90402511	0	0
ALT_REF_LOCI_2	Primary Assembly	HSCHR2_2_CTG15	KI270893.1	CHROMOSOME	2	CM000664.2	REGION120	+	1	161218	241961306	242117508	0	0
ALT_REF_LOCI_2	Primary Assembly	HSCHR3_3_CTG3	KI270895.1	CHROMOSOME	3	CM000665.2	MUCIN_REGION_2	-	1	162896	195629504	195794735	0	0
ALT_REF_LOCI_2	Primary Assembly	HSCHR4_6_CTG12	KI270896.1	CHROMOSOME	4	CM000666.2	REGION134	+	1	378547	189666448	190041016	0	0
ALT_REF_LOCI_2	Primary Assembly	HSCHR5_1_CTG1_1	KI270897.1	CHROMOSOME	5	CM000667.2	SMA	+	1	1144418	69795337	71614443	0	0
ALT_REF_LOCI_2	Primary Assembly	HSCHR5_3_CTG5	KI270898.1	CHROMOSOME	5	CM000667.2	REGION138	+	1	130957	177865465	177996111	0	0
ALT_REF_LOCI_2	Primary Assembly	HSCHR6_MHC_COX_CTG1	GL000251.2	CHROMOSOME	6	CM000668.2	MHC	+	1	4795265	28510120	33383765	0	0
ALT_REF_LOCI_2	Primary Assembly	HSCHR7_2_CTG1	KI270899.1	CHROMOSOME	7	CM000669.2	REGION145	+	1	190869	10001	198548	0	0
ALT_REF_LOCI_2	Primary Assembly	HSCHR8_6_CTG1	KI270901.1	CHROMOSOME	8	CM000670.2	REGION151	+	1	136959	1141447	1280784	0	0
ALT_REF_LOCI_2	Primary Assembly	HSCHR8_5_CTG1	KI270900.1	CHROMOSOME	8	CM000670.2	REGION151	+	1	318687	1389717	1709420	0	0
ALT_REF_LOCI_2	Primary Assembly	HSCHR11_2_CTG1	KI270902.1	CHROMOSOME	11	CM000673.2	MUCIN_REGION_1	+	1	106711	937258	1037146	0	0
ALT_REF_LOCI_2	Primary Assembly	HSCHR11_2_CTG1_1	KI270903.1	CHROMOSOME	11	CM000673.2	KRTAP_REGION_2	+	1	214625	1523474	1740879	0	0
ALT_REF_LOCI_2	Primary Assembly	HSCHR12_3_CTG2	KI270904.1	CHROMOSOME	12	CM000674.2	PRH1_PRR4	+	1	572349	10801295	11377386	0	0
ALT_REF_LOCI_2	Primary Assembly	HSCHR15_2_CTG3	KI270906.1	CHROMOSOME	15	CM000677.2	PRADER_WILLI	+	1	196384	23035268	23226874	0	0
ALT_REF_LOCI_2	Primary Assembly	HSCHR15_4_CTG8	KI270905.1	CHROMOSOME	15	CM000677.2	REGION25	b	1	5161414	27865714	32946929	0	0
ALT_REF_LOCI_2	Primary Assembly	HSCHR17_2_CTG1	KI270907.1	CHROMOSOME	17	CM000679.2	DOC2B_RPH3AL	-	1	137721	266972	402637	0	0
ALT_REF_LOCI_2	Primary Assembly	HSCHR17_3_CTG2	KI270910.1	CHROMOSOME	17	CM000679.2	ABR	+	1	157099	960754	1117082	0	0
ALT_REF_LOCI_2	Primary Assembly	HSCHR17_10_CTG4	KI270909.1	CHROMOSOME	17	CM000679.2	CCL5_TBC1D3	+	1	325800	36045904	36270057	0	0
ALT_REF_LOCI_2	Primary Assembly	HSCHR17_6_CTG4	JH159148.1	CHROMOSOME	17	CM000679.2	KRTAP_REGION_1	-	1	88070	41207670	41307109	0	0
ALT_REF_LOCI_2	Primary Assembly	HSCHR17_2_CTG5	KI270908.1	CHROMOSOME	17	CM000679.2	MAPT	+	1	1423190	45309498	46903773	0	0
ALT_REF_LOCI_2	Primary Assembly	HSCHR18_ALT21_CTG2_1	KI270912.1	CHROMOSOME	18	CM000680.2	REGION35	+	1	174061	78493467	78664469	0	0
ALT_REF_LOCI_2	Primary Assembly	HSCHR18_ALT2_CTG2_1	KI270911.1	CHROMOSOME	18	CM000680.2	REGION36	+	1	157710	78934886	79088997	0	0
ALT_REF_LOCI_2	Primary Assembly	HSCHR19LRC_COX2_CTG3_1	GL949747.2	CHROMOSOME	19	CM000681.2	LRC_KIR	+	1	729520	54025634	55084318	0	0
ALT_REF_LOCI_2	Primary Assembly	HSCHR22_2_CTG1	KB663609.1	CHROMOSOME	22	CM000684.2	CYP2D6	+	1	74013	42077656	42139533	0	0
ALT_REF_LOCI_2	Primary Assembly	HSCHRX_2_CTG3	KI270913.1	CHROMOSOME	X	CM000685.2	REGION187	+	1	274009	326488	601516	0	0
ALT_REF_LOCI_3	Primary Assembly	HSCHR3_4_CTG3	KI270924.1	CHROMOSOME	3	CM000665.2	MUCIN_REGION_2	-	1	166540	195629504	195794735	0	0
ALT_REF_LOCI_3	Primary Assembly	HSCHR4_7_CTG12	KI270925.1	CHROMOSOME	4	CM000666.2	REGION134	+	1	555799	189361858	189907070	0	0
ALT_REF_LOCI_3	Primary Assembly	HSCHR6_MHC_DBB_CTG1	GL000252.2	CHROMOSOME	6	CM000668.2	MHC	+	1	4604811	28734408	33361299	0	0
ALT_REF_LOCI_3	Primary Assembly	HSCHR8_7_CTG1	KI270926.1	CHROMOSOME	8	CM000670.2	REGION151	+	1	229282	1586905	1816624	0	0
ALT_REF_LOCI_3	Primary Assembly	HSCHR11_3_CTG1	KI270927.1	CHROMOSOME	11	CM000673.2	MUCIN_REGION_1	+	1	218612	937258	1150311	0	0
ALT_REF_LOCI_3	Primary Assembly	HSCHR19LRC_LRC_I_CTG3_1	GL949748.2	CHROMOSOME	19	CM000681.2	LRC_KIR	+	1	1064304	54025634	55084318	0	0
ALT_REF_LOCI_3	Primary Assembly	HSCHR22_3_CTG1	KI270928.1	CHROMOSOME	22	CM000684.2	CYP2D6	+	1	176103	42077656	42253758	0	0
ALT_REF_LOCI_4	Primary Assembly	HSCHR3_5_CTG3	KI270934.1	CHROMOSOME	3	CM000665.2	MUCIN_REGION_2	-	1	163458	195629504	195794735	0	0
ALT_REF_LOCI_4	Primary Assembly	HSCHR6_MHC_MANN_CTG1	GL000253.2	CHROMOSOME	6	CM000668.2	MHC	+	1	4677643	28734408	33258200	0	0
ALT_REF_LOCI_4	Primary Assembly	HSCHR19LRC_LRC_J_CTG3_1	GL949749.2	CHROMOSOME	19	CM000681.2	LRC_KIR	+	1	1091841	54025634	55084318	0	0
ALT_REF_LOCI_5	Primary Assembly	HSCHR3_6_CTG3	KI270935.1	CHROMOSOME	3	CM000665.2	MUCIN_REGION_2	+	1	197351	195629504	195827492	0	0
ALT_REF_LOCI_5	Primary Assembly	HSCHR6_MHC_MCF_CTG1	GL000254.2	CHROMOSOME	6	CM000668.2	MHC	+	1	4827813	28734408	33391865	0	0
ALT_REF_LOCI_5	Primary Assembly	HSCHR19LRC_LRC_S_CTG3_1	GL949750.2	CHROMOSOME	19	CM000681.2	LRC_KIR	+	1	1066390	54025634	55084318	0	0
ALT_REF_LOCI_6	Primary Assembly	HSCHR3_7_CTG3	KI270936.1	CHROMOSOME	3	CM000665.2	MUCIN_REGION_2	-	1	164170	195629504	195794735	0	0
ALT_REF_LOCI_6	Primary Assembly	HSCHR6_MHC_QBL_CTG1	GL000255.2	CHROMOSOME	6	CM000668.2	MHC	+	1	4606388	28734408	33411973	0	0
ALT_REF_LOCI_6	Primary Assembly	HSCHR19LRC_LRC_T_CTG3_1	GL949751.2	CHROMOSOME	19	CM000681.2	LRC_KIR	+	1	1002683	54025634	55084318	0	0
ALT_REF_LOCI_7	Primary Assembly	HSCHR3_8_CTG3	KI270937.1	CHROMOSOME	3	CM000665.2	MUCIN_REGION_2	-	1	165607	195629504	195794735	0	0
ALT_REF_LOCI_7	Primary Assembly	HSCHR6_MHC_SSTO_CTG1	GL000256.2	CHROMOSOME	6	CM000668.2	MHC	+	1	4929269	28691466	33480577	0	0
